Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND47871, n/a,53.0,16056.0,07-02-2005,Jason Duncan,European,Tax Accountant,Mid,Gold,169625.7,21116.44,1.0,591.14,402941.34,282744.04,118414.17,98597.92,40417.54,1280380.95,1.0,1.0,1.0,2.0,10.0
IND24899,Sean Morrison,65.0,19877.0,10-05-2002,Douglas Tucker,Asian,Health Coach II,High,Silver,278807.46,40635.63,1.0,5841.83,710283.7,1247794.69,679832.97,108429.06,29701.54,1869038.36,3.0,2.0,2.0,2.0,11.0
IND58197,Roy Dunn,59.0,40049.0,06-09-1995,Raymond Alexander,Asian, impression,Mid,Gold,178150.43,,2.0,4455.69,1312815.7,758087.11,351969.01,489958.92,6293.65,1051827.29,2.0,4.0,3.0,1.0,12.0
IND59695,Donna Hamilton,50.0,12026.0,04-02-2004,Keith Griffin,Asian,Structural Analysis Engineer,Mid,Jade,64608.77,21195.13,1.0,98.92,247860.03,179229.07,159314.73,55760.16,2259.42,545795.85,3.0,1.0,4.0,1.0,13.0
IND29786,Brandon Roberts,32.0,6749.0,20/10/2018 00:00,Ernest Rivera,European,Safety Technician III,High,Platinum,62206.71,2184.16,3.0,3899.26,377944.04,287770.65,160956.47,53066.86,24941.0,,2.0,1.0,1.0,1.0,14.0
IND59107,Mary Burns,43.0,6006.0,22-06-2003,Joshua Little,European,Research Assistant III,High,mon,165861.45,47607.3,2.0,7941.24,576418.68,120211.37,98840.46,31254.96,59764.23,976361.85,2.0,4.0,1.0,2.0,15.0
IND37582,Phillip Fox,49.0,1031.0,16-03-2009,Jason Duncan, impression,Web Developer II,Mid,Silver,387478.11,55895.84,2.0,1266.27,1834708.88,1716590.68,889506.08,476431.94,43328.29,2160449.29,1.0,4.0,1.0,2.0,1.0
IND72283,Tina Reid,,34853.0,20-09-2001,Carl Nguyen,Australian,Software Engineer III,Low,Jade,74128.42,27619.02,1.0,978.58,938480.14,751406.77,500937.85,126486.81,18449.09,2039989.08,1.0,3.0,2.0,2.0,2.0
IND74203,Russell Day,28.0,14938.0,21-02-2000,Joe Price,Asian,Statistician II,Mid,Platinum,115567.05,17257.5,1.0,382.54,382479.92,260085.75,102328.82,114181.91,32411.02,656394.17,1.0,1.0,2.0,1.0,3.0
IND50994,Ralph Garcia,59.0,22490.0,17-12-2006,Jerry Green,American,Web Designer III,High,Platinum,183064.32,21920.8,1.0,4452.62,444775.06,567228.21,558633.85,249666.36,14892.77,702795.98,3.0,3.0,3.0,1.0,4.0
IND58185,Anthony Anderson,73.0,12748.0,26-01-1999,Paul Holmes,European,Junior Executive,Mid,Jade,154619.52,25201.26,3.0,1647.37,261803.18,1137025.72,442176.67,409599.98,1422.12,471143.87,1.0,2.0,3.0,1.0,5.0
IND43545,Lawrence Evans,47.0,518.0,27-08-2010,Todd Roberts,African,Administrative Assistant III,Low,Jade,,5697.75,1.0,88.94,76568.42,322752.23,96406.51,86011.37,14609.6,469157.54,2.0,1.0,3.0,1.0,6.0
IND83063,Frank Owens,25.0,39599.0,14-04-2017,Victor Ramos,Asian,Statistician III,Mid,Gold,290003.44,14490.06,2.0,10487.88,991961.8,446223.12,102466.05,253157.25,80231.23,707174.79,2.0,3.0,3.0,1.0,7.0
IND15980,Lawrence Vasquez,79.0,20901.0,10-07-2020,Nicholas Cunningham,European,Clinical Specialist,High,Platinum,67416.15,8053.5,2.0,1533.53,678840.16,51260.52,17308.75,8308.2,15609.59,1007983.78,0.0,1.0,3.0,2.0,8.0
IND35484,Jack White,67.0,28031.0,13-03-2008,Douglas Tucker,European,Budget/Accounting Analyst II,High,Jade,208955.64,22115.52,1.0,3146.46,76186.92,122186.43,79606.31,72812.0,24815.26,635260.67,,2.0,3.0,,
IND79472,med,63.0,20710.0,22-08-2021,Joe Price,American,Recruiting Manager,Mid,Jade,94710.69,17339.4,1.0,1761.65,239733.22,122771.65,36979.41,119813.3,17073.51,37326.77,3.0,1.0,3.0,1.0,10.0
IND93672,Steve Alvarez,73.0,8595.0,14-05-1995,Stephen Payne,Asian,Biostatistician II,High,Jade,78349.89,23992.79,1.0,3864.78,491588.57,1012079.53,319194.31,551194.09,20123.42,1369457.15,0.0,1.0,4.0,2.0,11.0
IND88113,Gloria Roberts,77.0,36034.0,03-05-2020,James Castillo,European,Staff Scientist,High,Silver,114059.46,12654.46,1.0,1040.38,208829.09,380343.23,355962.25,151405.86,11721.84,408184.44,1.0,1.0,4.0,2.0,12.0
IND53799,Martin Phillips,75.0,10256.0,11-10-2020,Steve Diaz,American,Automation Specialist II,Low,Silver,261751.35,27447.68,3.0,6208.93,420312.38,1215970.98,211814.3,486780.64,36439.14,1508099.9,1.0,2.0,3.0,1.0,13.0
IND41887,Martin Stephens,48.0,2001.0,06-09-1999,Douglas Tucker,American,Web Developer I,Mid,Jade,318685.72,38548.44,1.0,2041.54,1461717.64,2830536.61,1333091.43,369795.91,22899.58,1976946.38,0.0,3.0,1.0,1.0,14.0
IND88761,Richard Knight,35.0,31445.0, n/a,Dennis Ruiz,American,Executive Secretary,High,Platinum,284371.28,42186.24,1.0,521.63,1183883.67,1689110.1,410547.59,884436.82,25317.27,1020760.47,2.0,2.0,2.0,1.0,15.0
IND40435,Robert Sims,39.0,34793.0,23-06-1999,Roy Rice,Asian,Statistician III,Low,Platinum,73123.68,10618.0,1.0,1900.8,410214.0,984888.0,393955.2,194351.23,52225.2,1362170.4,3.0,1.0,3.0,1.0,16.0
IND56106,Jessica Howard,42.0,39741.0,14-12-2020,Nicholas Cunningham,Asian,Senior Developer,Low,Platinum,59404.8,35463.6,,1468.42,318361.73,77122.46,55397.82,46306.06,36629.61,646976.0,1.0,2.0,4.0,2.0,17.0
IND41735,John Howell,54.0,20585.0,13-11-2013,Jesse Evans,Asian,Accounting Assistant I,High,Gold,324937.61,51346.71,2.0,9517.18,1019102.41,1485047.93,566663.03,307756.64,31089.03,697861.4,2.0,3.0,1.0,1.0,18.0
IND90777,Mildred Austin,40.0,12381.0,19-11-2000,Victor Martinez,African,Civil Engineer,Low,Silver,220770.81,42264.0,3.0,624.07,493159.95,123042.75,89305.22,127706.47,16505.19,721725.68,2.0,2.0,1.0,2.0,19.0
IND51577,Carlos Miller,48.0,36134.0,CLICK ,Victor Martinez,Asian,Human Resources Assistant IV,High,Jade,57704.98,2318.0,1.0,2714.93,212865.53,279791.28,61268.16,118656.01,41543.88,743988.42,3.0,1.0,1.0,1.0,20.0
IND80436,Paul Powell,,40642.0,24-01-2019,Benjamin Kim,European,Geologist I,Low,Jade,132696.47,35217.6,1.0,7039.93,1769470.87,894793.43,286880.34,427861.53,77109.82,1865191.99,1.0,4.0,2.0,2.0,21.0
IND79704,Harold Marshall,45.0,13953.0,21-09-2012,Bruce Butler,Asian,Physical Therapy Assistant,High,Silver,183957.47,73230.7,1.0,7809.43,988246.19,3085020.89,746050.8,1371926.94,49113.09,870542.46,2.0,5.0,2.0,2.0,22.0
IND15664,Ann GoPKRales,56.0,11535.0,22-03-2016,Joe Hanson,European,Legal Assistant,High,Jade,233672.19,4238.41,1.0,1655.72,89810.62,122739.52,34367.07,45953.68,40962.64,1081803.67,0.0,2.0,3.0,2.0,1.0
IND94938,Russell Gray,45.0,25002.0,03-08-2009,Stephen Payne,Asian,Senior Developer,Mid,Jade,77013.08,24701.34,1.0,6162.84,379049.09,595996.58,135092.56,317308.58,50942.88,1836147.65,2.0,2.0,3.0,1.0,2.0
IND80870,Jean Stevens,56.0,39148.0,11-05-2009,sat,Asian,Financial Analyst,Low,Platinum,152911.47,17541.12,1.0,1988.76,464468.18,303466.76,267764.79,194575.74,30299.71,194960.03,0.0,2.0,3.0,1.0,3.0
IND58524,Howard Coleman,85.0,3834.0,22-01-2014,Phillip Peters,African,Systems Administrator IV,Mid,Gold,,,1.0,2434.13,896415.94,217504.28,64215.55,127208.93,21884.22,2095276.49,1.0,3.0,3.0,1.0,4.0
IND73247,Lisa Carroll,38.0,9798.0,22-01-2019,Paul Larson,Asian,Biostatistician III,Mid,Silver,314447.35,44848.7,1.0,1057.01,408232.6,513488.66,242637.5,328068.47,11827.04,1402707.35,3.0,2.0,3.0,1.0,8.0
IND49380,Todd Weaver,20.0,7225.0,20-09-2006,Jerry Green,American,Actuary,Mid,Jade,126478.24,19570.0,1.0,783.23,507764.48,126186.06,78322.38,24976.14,16172.72,742988.35,1.0,1.0,3.0,2.0,9.0
IND32752,Harold Ruiz,45.0,42175.0,,Joshua Bennett,,Cost Accountant,High,Gold,92351.2,8788.81,3.0,1451.26,145044.2,120010.97,181148.64,30342.4,10290.77,197343.52,1.0,1.0,3.0,2.0,10.0
IND79491,Judith Fox,50.0,26401.0,19-04-2018,LOW,African,Data Coordiator,High,Gold,101642.35,25257.05,2.0,4995.39,1462139.08,107265.81,85325.08,39493.32,33064.23,1735043.71,2.0,4.0,4.0,1.0,11.0
IND52559,Paul Sims,83.0,31474.0,26-10-2013,Patrick Graham,American,,High,Jade,58759.68,2220.4,1.0,4877.08,242465.6,140284.2,72300.32,29912.91,16725.28,370033.56,2.0,1.0,4.0,1.0,12.0
IND94127,Kenneth Black,79.0,31870.0,03-11-2014,Bruce Butler,American,Financial Analyst,High,Jade,146332.45,12936.0,3.0,,347272.54,152112.11,196696.7,78678.68,9903.52,113414.31,0.0,2.0,1.0,2.0,13.0
IND59774,low,62.0,13652.0,27-02-2013,Joshua Ryan,American,Software Test Engineer II,High,Gold,168353.24,65213.46,2.0,2353.21,56408.96,499909.49,256532.5,365131.26,44666.04,481601.55,0.0,4.0,,2.0,14.0
IND61218,Jeffrey Allen,56.0,29943.0,04-05-2012,Jonathan Hawkins,Asian,Nurse Practicioner,Mid,Gold,256284.54,22198.4,1.0,380.49,566088.43,133212.48,142560.73,83853.75,9275.95,132050.81,1.0,2.0,3.0,1.0,15.0
IND28314,Eric Ward,59.0,17556.0,09-03-2010,Bruce Porter,Asian,Community Outreach Specialist,Mid,Jade,78234.39,25758.04,1.0,6008.08,667560.06,391853.14,226281.39,31293.06,53119.25,1225713.27,1.0,2.0,4.0,1.0,1.0
IND76099,Rose West,54.0,7606.0,fri ,Dennis Morris,Asian,CLICK ,High,Jade,384857.81,53106.0,1.0,2567.16,509149.8,600057.98,241690.02,621310.03,22823.64,605579.76,0.0,3.0,1.0,2.0,2.0
IND58197,Samuel Alvarez,32.0,35122.0,27-06-1996,Keith Griffin,American,Assistant Manager,High,Platinum,130428.61,11748.96,3.0,2763.07,817000.87,1066417.1,584554.56,182791.79,27933.48,1164804.77,0.0,1.0,1.0,2.0,3.0
IND79892,Ronald Payne,66.0,231.0,23-07-2007,Victor Martinez,American,Structural Analysis Engineer,Mid,Platinum,37133.18,5272.32,3.0,3382.97,392384.53,470678.85,110222.26,,45.0,473708.77,2.0,1.0,1.0,1.0,4.0
IND39781,Joseph Riley,76.0,13438.0,01-06-2004,Keith Griffin,European,Programmer Analyst I,High,Jade,53516.56,16820.31,1.0,4382.56,383121.98,329499.38,105057.77,97608.22,39663.35,1683676.81,3.0,2.0,2.0,2.0,5.0
IND35995,Albert Wells,84.0,6966.0,04-08-2017,med,European,Engineer III,High,Silver,203494.93,37430.61,3.0,4085.55,792427.96,310706.37,156861.47,101356.64,11971.48,541524.93,1.0,2.0,2.0,1.0,6.0
IND42566,HIGH ,56.0,121.0,04-12-2012,Joe Price,European,Web Designer III,High,Silver,168569.04,15739.29,2.0,8236.71,1035797.46,2232448.41,821541.01,732957.46,65832.49,1113701.26,0.0,3.0,3.0,1.0,7.0
IND31753,Angela Tucker,78.0,9990.0,23-08-2002,Donald Reynolds,Asian,Nurse Practicioner,WED,Platinum,110879.81,15968.46,1.0,425.06,110950.57,186712.06,161039.16,47751.61,5280.94,387562.57,3.0,1.0,3.0,2.0,8.0
IND53894,Norma Hunter,77.0,20512.0,21-02-2002,Raymond Alexander,Australian,Software Test Engineer IV,Mid,Jade,212959.33,47416.16,2.0,1905.32,184616.78,23935.08,24347.75,14381.68,23849.46,1100196.29,3.0,4.0,3.0,1.0,9.0
IND56621,Richard Campbell,53.0,17648.0,27-04-2000,Bruce Butler,American,Engineer IV,Mid,Silver,91782.11,25158.3,1.0,2110.53,1039245.97,375968.35,267931.47,144510.13,29932.0,1324137.61,2.0,4.0,3.0,2.0,10.0
IND76021,Denise Hamilton,42.0,13319.0,14-03-2007,Shawn Long,unknown,Civil Engineer,High,Gold,130687.16,23800.07,1.0,1414.06,35952.58,45415.83,34659.45,26353.13,23962.61,392791.7,2.0,1.0,3.0,2.0,11.0
IND17070,Susan Fowler,46.0,18986.0,14-12-2007,Roger Alexander,Australian,Mechanical Systems Engineer,Mid,Gold,75941.86,14295.24,1.0,977.61,240025.01,190655.69,97273.31,51554.85,7604.25,876989.18,1.0,1.0,3.0,2.0,12.0
IND37670,Carolyn Black,68.0,32076.0,29-04-2001,Joshua Bennett,African,Structural Engineer,High,Jade,112975.62,31612.32,1.0,299.28,687264.12,421426.09,392024.27,69584.31,22436.51,958301.16,2.0,2.0,3.0,2.0,13.0
IND45617,Ashley Franklin,70.0,8250.0,04-12-2018,Joshua Little,Asian,Safety Technician IV,High,Jade,311415.86,5269.6,1.0,1169.71,326966.56,969928.77,496988.29,237592.47,67812.51,1154196.74,1.0,2.0,4.0,2.0,14.0
IND47563,Alice Marshall,,19839.0,01-02-2019,Raymond Alexander,European,Environmental Tech,Low,Jade,514809.57,22300.56,1.0,2492.86,153204.28,745757.79,530487.5,190667.97,69240.27,1376704.03,1.0,5.0,4.0,2.0,15.0
IND46352,Michael Alexander,27.0,31923.0,09-09-2020,Frank Brown,Asian,Registered Nurse,Mid,Jade,,20112.96,1.0,3239.24,465384.12,673491.82,287293.71,145106.87,21362.94,713829.92,0.0,1.0,1.0,1.0,16.0
IND52499,Johnny Cruz,18.0,36731.0,29-01-2008,Stephen Payne,Australian,Structural Engineer,Low,Silver,313302.52,21721.8,2.0,4679.33,1012987.16,976104.23,492884.31,397786.63,44550.53,1957630.42,2.0,3.0,2.0,2.0,17.0
IND64778,Linda Butler,73.0,4843.0,16-04-1995,Joshua Little,European,Computer Systems Analyst IV,Mid,Jade,69271.91,13546.4,1.0,1791.82,184785.4,167595.38,143895.02,24123.58,3042.82,241345.57,3.0,1.0,3.0,2.0,18.0
IND83362,Maria Welch,83.0,9232.0,23-08-2021,Samuel Fowler,European,Account Executive,High,Jade,44252.99,45239.43,1.0,293.48,726570.29,527117.15,332216.69,122920.18,31053.88,1796045.52,1.0,2.0,4.0,1.0,19.0
IND30786,Victor Ellis,72.0,6958.0,26-11-2014,Dennis Ruiz,European,Accounting Assistant IV,Mid,Platinum,67695.6,3591.45,1.0,7478.8,960557.31,1233484.26,726164.12,174577.81,29182.8,705435.36,2.0,2.0,1.0,1.0,20.0
IND20476,Jeffrey Wagner,56.0,32604.0,11-08-2004,Bruce Butler,European,Health Coach I,High,Silver,193812.26,41258.5,1.0,,855234.08,2570251.9,1060228.91,305859.98,5131.52,3265394.72,2.0,5.0,1.0,1.0,21.0
IND69060,Joyce Smith,75.0,4910.0,20-12-2004,Frank Brown,Asian,VP Accounting,High,Platinum,148197.15,36119.7,1.0,3152.68,315685.67,119123.35,59561.68,159426.75,17218.01,190816.72,1.0,4.0,1.0,1.0,22.0
IND17931,Shawn Howell,84.0,13446.0,28-11-2004,Victor Ramos,African,Statistician IV,Low,Jade,289056.28,54635.31,3.0,6996.13,662878.16,444874.25,238614.37,89541.05,80211.38,404124.63,3.0,3.0,2.0,1.0,1.0
IND56891,Aaron Reynolds,61.0,35281.0,07-05-2000, impression,fri ,Staff Accountant II,High,Jade,94483.25,29841.4,1.0,1344.71,51539.61,58388.05,32909.63,64460.4,7951.2,267677.17,0.0,,2.0,2.0,2.0
IND37323,,64.0,9057.0, impression,Anthony Berry,European,Staff Accountant IV,Mid,Jade,38502.76,1789.08,1.0,1802.43,0.0,72128.93,30207.84,22322.98,26400.79,823027.12,2.0,1.0,3.0,1.0,3.0
IND17259,Jean Morgan,78.0,32235.0,15-06-2021,Joshua Ryan,American,Systems Administrator III,Mid,Silver,131489.18,39765.72,3.0,1070.22,601552.34,408648.56,252400.58,188218.72,8950.21,496349.52,0.0,2.0,3.0,2.0,4.0
IND24069,Howard Little,17.0,28895.0,20-06-2016,Shawn Cook,Asian,Human Resources Assistant II,Mid,Jade,84832.26,17913.58,1.0,2033.55,384710.44,392769.71,313460.45,38521.65,28135.6,878596.28,3.0,1.0,3.0,1.0,8.0
IND70868,Linda Burke,42.0,11097.0,,Jeremy Vasquez,Australian,Engineer I,High,Gold,38807.25,35163.0,1.0,1061.28,608245.61,286374.44,216950.33,72316.78,10444.01,1209141.95,1.0,2.0,3.0,2.0,9.0
IND94996,Kenneth Bailey,40.0,25969.0,08-10-2014,Stephen Payne,American,Statistician III,High,Gold,194389.86,27495.86,1.0,1306.55,678417.69,2178798.95,904407.11,563747.1,691.06,1500584.78,1.0,2.0,3.0,2.0,10.0
IND92018,Todd Howell,70.0,29156.0,01-04-2015,Jonathan Hawkins,European,Marketing Assistant,Mid,Silver,71368.28,,2.0,1228.06,776907.32,1563534.99,525671.25,978422.46,23434.56,357389.07,3.0,3.0,3.0,2.0,11.0
IND40311,Joshua Powell,22.0,36109.0,03-03-2002,George Lewis,European,Senior Quality Engineer,Mid,Jade,155237.17,55594.74,2.0,5329.6,655011.17,193003.46,120445.77,18255.52,37998.01,2242488.73,3.0,4.0,3.0,2.0,12.0
IND22076,Kathy Barnes,32.0,6365.0,14-08-2021,Samuel Fowler,Asian,Structural Engineer,Mid,Gold,168014.18,26765.55,1.0,2743.23,533283.18,504571.64,323922.53,173423.14,17508.76,145955.64,3.0,2.0,4.0,2.0,13.0
IND88518,Willie Greene,73.0,278.0,04-10-2008,Roy Rice,Australian,Research Assistant IV,Mid,Silver,102181.31,17165.72,1.0,1441.01,1170740.32,1015970.51,279562.35,466664.58,61358.26,1213389.72,1.0,2.0,4.0,1.0,14.0
IND67149,Richard Hawkins,48.0,19882.0,25-10-2009,Jonathan Hawkins,European,Analog Circuit Design manager,Mid,,61144.48,3109.59,1.0,1073.0,434022.49,153656.19,57621.07,47612.08,4777.66,818417.95,0.0,1.0,1.0,1.0,15.0
IND94783,Karen Nelson,78.0,30230.0,31-08-2013,Joe Hanson,European,Project Manager,,Platinum,86398.74,38655.63,3.0,4677.67,913188.96,226275.8,136817.92,152815.1,49864.72,1007081.59,2.0,3.0,2.0,2.0,1.0
IND28381,Sean Morris,46.0,5842.0,07-09-2006, n/a,American,GIS Technical Architect,High,Jade,69755.63,19885.25,1.0,3214.56,639722.0,602428.0,255825.59,98781.69,24928.04,580494.54,3.0,1.0,3.0,1.0,2.0
IND19580,William Bishop,53.0,23798.0,18-01-2019,Dennis Morris,Asian,Health Coach IV,Low,Gold,405403.08,6798.3,1.0,7229.62,410859.6,327707.83,105113.83,114264.92,24398.18,265531.91,1.0,4.0,4.0,2.0,3.0
IND96087, n/a,53.0,24426.0,30-08-2019,Gregory Simmons,European,Developer IV,Mid,Gold,135796.5,16855.0,1.0,3018.55,517134.19,43408.44,46381.62,15960.03,22091.26,559782.25,0.0,2.0,1.0,2.0,4.0
IND38737,Craig Lee,35.0,18981.0,27-06-2005,Ernest Rivera,American,Office Assistant I,Low,Jade,,28929.82,3.0,612.9,511206.39,319805.85,105881.67,79346.42,9542.83,1832460.82,1.0,2.0,1.0,1.0,5.0
IND38628,Steven Ryan,72.0,43285.0,22-04-2001,Chris Armstrong,European,Programmer Analyst II,Mid,Silver,110136.69,5533.44,3.0,1100.3,289776.12,398822.42,253098.85,93876.66,211.75,,1.0,1.0,1.0,1.0,6.0
IND47104,Timothy Peterson,24.0,41334.0,06-02-1995,Shawn Wallace,European,Associate Professor,sat,Platinum,134150.43,4758.87,1.0,6849.47,464695.12,1433363.94,432713.64,375018.49,43048.49,1721832.45,2.0,2.0,2.0,2.0,7.0
IND35485,Nancy Rogers,81.0,26760.0,07-12-1999,Patrick Graham,African,Systems Administrator III,Low,Jade,33391.89,5415.34,1.0,136.51,194137.58,94195.9,49763.87,88295.33,18520.34,216502.03,0.0,2.0,2.0,2.0,8.0
IND89040,Earl Hart,78.0,31471.0,29-03-2018,Raymond Alexander,Asian,Database Administrator I,High,Platinum,356326.52,40778.75,2.0,12841.82,1933191.32,1245486.49,380785.68,478520.67,31136.55,2984485.53,3.0,5.0,3.0,2.0,9.0
IND41722,Richard Moore,62.0,1548.0,13-11-1999,Anthony Simpson,Asian,Quality Engineer,High,Silver,133139.87,35311.72,1.0,7672.03,930495.57,2500209.69,729227.83,755271.68,30735.13,2508430.35,2.0,2.0,3.0,2.0,10.0
IND34939,Kathy Patterson,64.0,16709.0,19-02-2005,James Castillo,HIGH ,Web Designer I,low,Silver,131466.97,27583.36,1.0,1374.33,568476.47,963625.91,404484.95,541771.9,66530.37,689529.17,,5.0,3.0,,11.0
IND15036,Chris Cox,21.0,40547.0,03-03-2014,Frank Brown,Asian,Database Administrator II,High,low,158341.71,29558.01,2.0,4771.03,209619.6,603125.13,360199.73,248286.51,40075.01,779158.77,2.0,2.0,3.0,2.0,12.0
IND80720,Douglas Gibson,31.0,7741.0,01-05-2013,Frank Brown,Asian,CLICK ,High,Jade,180874.06,66917.12,1.0,4832.7,1371965.36,1340823.22,541746.75,885755.94,67131.42,171912.59,3.0,5.0,3.0,2.0,13.0
IND35191,Jeremy Duncan,79.0,30692.0,05-05-2017,Jerry Green,Australian,Tax Accountant,Mid,Silver,82419.81,19836.32,1.0,387.73,648406.53,780884.11,229307.24,269405.02,28843.87,510418.69,1.0,1.0,,2.0,14.0
IND83420,Donna Frazier,53.0,22889.0,07-12-2005,Joe Hanson,Asian,unknown,High,Silver,465670.73,38016.24,2.0,3319.87,1139666.4,740926.49,292711.7,690433.72,69643.41,1034359.96,2.0,4.0,3.0,1.0,15.0
IND67155,Gary Berry,81.0,12232.0,30-07-1995,Patrick Graham,European,Accountant II,Mid,Platinum,128955.65,15151.85,1.0,3600.87,746744.67,822927.45,267320.38,249132.11,48009.82,652707.64,0.0,1.0,4.0,1.0,16.0
IND53173,Anthony Moore,63.0,2737.0,,Phillip Peters,Australian,,High,Gold,98343.5,33137.08,1.0,304.16,355391.12,88035.77,33956.65,78037.42,39942.11,961595.68,2.0,2.0,4.0,1.0,17.0
IND15625,mon,53.0,22802.0,25/04/2016 00:00,Raymond Alexander,American,Assistant Media Planner,Mid,Silver,196620.55,64560.14,3.0,7586.08,376984.12,2262231.9,1112573.07,385692.0,67077.48,503031.21,2.0,5.0,1.0,2.0,18.0
IND33337,Wanda Murray,74.0,39368.0,19-02-2002,Keith Griffin,European,Safety Technician IV,High,Platinum,291034.51,50628.73,1.0,2546.17,119243.75,250481.41,113855.19,232264.58,30391.54,455877.4,1.0,3.0,2.0,1.0,19.0
IND40896,Charles Tucker,69.0,38575.0,10-02-2007,Mark Montgomery,European,Automation Specialist I,Low,Silver,142762.81,7367.81,2.0,535.2,603533.2,1195910.28,260334.21,409375.55,44364.29,452542.2,1.0,1.0,3.0,1.0,20.0
IND71163,Aaron Burke,30.0,10796.0,06-05-2014,Adam Hernandez,European,Safety Technician III,,Platinum,,38934.5,1.0,1094.8,254842.28,227890.45,166848.37,240098.87,19336.24,695647.12,0.0,2.0,4.0,1.0,21.0
IND78424,Julie Snyder,26.0,8419.0,23-06-2006,Paul Holmes,American,GIS Technical Architect,Mid,Jade,155729.63,,1.0,6036.08,816917.54,853648.42,314938.25,549815.89,21103.34,1157637.72,1.0,2.0,1.0,2.0,22.0
IND41219,Wayne Bennett,72.0,20608.0,17-09-2019,Stephen Payne,European,Assistant Professor,High,Jade,79782.49,6279.04,1.0,315.96,398697.93,361620.07,166628.85,139046.46,29962.21,500530.81,1.0,1.0,1.0,2.0,1.0
IND62450,Paul Snyder,68.0,31209.0,28-05-2016,Frank Brown,European,Software Test Engineer I,Mid,Gold,234707.17,25305.24,2.0,2232.51,260404.69,68640.03,57569.06,49420.82,3154.94,441021.29,0.0,2.0,1.0,2.0,2.0
IND67674,Heather Shaw,,17828.0,24-11-2013,Todd Roberts,Australian,Sales Associate,Low,Silver,,36381.42,1.0,295.81,269847.29,94217.52,69092.84,85298.26,16365.56,679158.43,1.0,2.0,2.0,1.0,3.0
IND14696,Mary Wright,78.0,43366.0,20-04-2014,Douglas Tucker,European,Programmer Analyst IV,Mid,CLICK ,177519.51,4661.36,1.0,2303.53,472207.03,294577.43,140742.55,95148.51,,273850.24,0.0,2.0,2.0,2.0,4.0
IND39582,Aaron Williams,17.0,18696.0,03-04-2012,George Lewis,European,Chief Design Engineer,High,Gold,154263.77,22358.31,1.0,681.9,75552.48,208376.06,265205.89,82971.56,16769.4,345400.34,2.0,1.0,3.0,1.0,8.0
IND55512,Andrew Young,17.0,42590.0,18-07-2005,Donald Reynolds,European,Office Assistant II,Mid,Jade,99666.75,10370.0,1.0,7211.88,174924.36,1102563.17,431130.47,239807.49,72036.9,1111998.42,2.0,2.0,3.0,2.0,9.0
IND58447,Alan Nichols,63.0,20967.0,03-01-2001,Victor Martinez,European,Programmer II,High,Jade,266276.84,17614.26,2.0,4604.18,825051.87,2217834.37,443566.87,838895.85,96596.06,786745.71,3.0,3.0,3.0,2.0,10.0
IND66908,Larry Snyder,61.0,19688.0,27-11-2004,Jonathan Hawkins,European,Payment Adjustment Coordinator,High,Silver,265427.26,26190.96,3.0,2007.93,840128.49,1030232.56,355566.99,539458.94,39235.65,179763.24,1.0,2.0,3.0,1.0,11.0
IND93572,Emily Stewart,80.0,13251.0,19-02-2000,Bruce Butler,Asian,Health Coach I,High,Gold,84421.46,35468.16,2.0,28.18,159327.91,173284.95,294584.41,62382.58,14989.1,403295.97,3.0,2.0,3.0,1.0,12.0
IND70604,Bobby Gutierrez,,38986.0,20-08-2005,Anthony Berry,LOW,Web Designer I,Mid,Gold,49503.77,20847.33,1.0,4653.68,135150.12,413227.38,287158.01,63034.69,21961.52,718739.94,2.0,2.0,3.0,2.0,13.0
IND28563,Stephen Freeman,33.0,,16-01-2007,Patrick Graham,Asian,Professor,High,Silver,291792.24,36552.78,1.0,1261.5,,1937545.94,572456.76,564090.08,49095.6,431914.82,2.0,2.0,3.0,2.0,14.0
IND44786,Justin Romero,41.0,7863.0,20-01-2002,Jesse Evans,European,Electrical Engineer,Mid,Jade,46821.12,27346.2,1.0,2450.74,947424.85,117015.78,95625.8,23554.14,44240.47,1209634.07,3.0,,4.0,2.0,15.0
IND79851,Debra Nichols,71.0,12398.0,,Shawn Long,Asian,Safety Technician I,High,Silver,285375.49,56313.84,2.0,1778.32,713652.99,341798.75,213624.22,98877.5,2981.23,789757.48,1.0,3.0,4.0,1.0,1.0
IND24079,Joshua Bennett,56.0,31265.0,02-08-2001,Nicholas Simmons,American,Help Desk Operator,Mid,Silver,72070.73,17690.88,2.0,1015.76,152068.24,208859.64,119787.15,112415.63,2146.62,92649.29,3.0,1.0,1.0,2.0,2.0
IND15798,Jesse Tucker,67.0,37174.0,28-08-2010,Chris Armstrong,American,Automation Specialist II,Mid,Jade,98374.08,21012.3,1.0,3358.87,544636.43,994585.04,617605.23,95929.33,25196.84,154219.66,0.0,1.0,2.0,2.0,3.0
IND37241,Ruby Wallace,64.0,2684.0,26-04-1996,Anthony Torres,Australian,Internal Auditor,High,,91243.06,2150.05,1.0,1529.42,125707.28,0.0,0.0,0.0,954.04,133887.11,0.0,1.0,3.0,,4.0
